,error_status,error_individual_e,error_individual_n,error_cumulative_e,error_cumulative_n,error_absolute_cumulative_e,error_absolute_cumulative_n
0,8.98962599499e-312,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,-0.0053392824824842755,0.03536450470000352,-0.0053392824824842755,0.03536450470000352,0.0053392824824842755,0.03536450470000352
2,1.0,0.011063759531846795,0.0075611776131312425,0.00572447704936252,0.04292568231313476,0.01640304201433107,0.04292568231313476
3,1.0,0.011975677284695507,0.028006963439477506,0.017700154334058027,0.07093264575261227,0.028378719299026578,0.07093264575261227
4,1.0,0.012205806522119111,0.001295789823395399,0.02990596085617714,0.07222843557600767,0.04058452582114569,0.07222843557600767
5,1.0,0.02226841169825189,0.01187762329311104,0.05217437255442903,0.0841060588691187,0.06285293751939758,0.0841060588691187
6,1.0,0.02016674696014409,-0.00980987347075013,0.07234111951457312,0.07429618539836857,0.08301968447954167,0.09391593233986884
7,1.0,0.005834592864474963,0.0021404481092353045,0.07817571237904808,0.07643663350760388,0.08885427734401663,0.09605638044910414
8,1.0,0.0020505660438630002,-0.004889954506199334,0.08022627842291108,0.07154667900140455,0.09090484338787963,0.10094633495530347
9,1.0,0.015451230654859316,0.020001125259746733,0.0956775090777704,0.09154780426115128,0.10635607404273895,0.1209474602150502
10,1.0,0.01764127274659799,0.01923945554796047,0.11331878182436839,0.11078725980911175,0.12399734678933694,0.14018691576301068
11,1.0,0.009935254505649027,0.0230623933338987,0.12325403633001741,0.13384965314301045,0.13393260129498596,0.16324930909690938
12,1.0,0.0205078365757565,0.0007039952172380737,0.1437618729057739,0.13455364836024852,0.15444043787074246,0.16395330431414745
13,1.0,0.00563665486154008,0.015885716382037618,0.149398527767314,0.15043936474228614,0.16007709273228254,0.17983902069618507
14,1.0,0.000998563038047351,-0.00126838182896849,0.15039709080536134,0.14917098291331765,0.1610756557703299,0.18110740252515356
15,1.0,0.01760722755879307,-0.003480755851731576,0.16800431836415441,0.14569022706158608,0.17868288332912297,0.18458815837688514
16,1.0,0.02565557687032083,-0.008850502617941292,0.19365989523447524,0.13683972444364478,0.2043384601994438,0.19343866099482643
17,1.0,0.0262336830757377,0.21265863110294303,0.21989357831021294,0.3494983555465878,0.2305721432751815,0.40609729209776946
18,1.0,-0.014218326646716406,0.006250828450659274,0.20567525166349654,0.3557491839972471,0.2447904699218979,0.41234812054842873
19,1.0,0.005777686933626569,0.19999229841725352,0.2114529385971231,0.5557414824145006,0.25056815685552447,0.6123404189656823
20,1.0,0.013410395032998679,0.01035911028604053,0.2248633336301218,0.5661005927005411,0.26397855188852315,0.6226995292517228
21,1.0,0.015037411588746608,0.016311949565913864,0.2399007452188684,0.582412542266455,0.27901596347726976,0.6390114788176366
22,1.0,0.03072886875289882,0.006509302013896434,0.2706296139717672,0.5889218442803514,0.3097448322301686,0.6455207808315331
23,1.0,0.00910939455208748,0.015055453641875882,0.2797390085238547,0.6039772979222273,0.31885422678225606,0.660576234473409
24,1.0,0.011126531907180492,-0.00430418042630043,0.2908655404310352,0.5996731174959269,0.32998075868943655,0.6648804148997094
25,1.0,0.002899856749813523,0.011688304333920208,0.2937653971808487,0.6113614218298471,0.33288061543925007,0.6765687192336296
26,1.0,0.0002529455710593709,0.19578406390965108,0.2940183427519081,0.8071454857394982,0.33313356101030944,0.8723527831432807
27,1.0,0.008813324493203822,0.021290917741471738,0.3028316672451119,0.8284364034809699,0.34194688550351326,0.8936437008847524
28,1.0,0.03768056169324652,0.021019408302348275,0.3405122289383584,0.8494558117833182,0.3796274471967598,0.9146631091871007
29,1.0,-0.01170734187797251,-0.008719743900528432,0.3288048870603859,0.8407360678827898,0.3913347890747323,0.9233828530876291
30,1.0,0.028880506177518583,0.01843826904070678,0.3576853932379045,0.8591743369234965,0.4202152952522509,0.9418211221283359
31,1.0,0.013937873068993412,0.0029380676569634723,0.3716232663068979,0.86211240458046,0.4341531683212443,0.9447591897852994
32,1.0,0.005762299533188298,0.014937524130011592,0.3773855658400862,0.8770499287104716,0.4399154678544326,0.959696713915311
33,1.0,0.005859251916255914,0.005683001449961811,0.3832448177563421,0.8827329301604334,0.4457747197706885,0.9653797153652728
34,1.0,0.02168393949219194,0.014769608388721878,0.40492875724853405,0.8975025385491553,0.46745865926288044,0.9801493237539947
35,1.0,-0.0020917878150186198,0.017875283851432222,0.40283696943351543,0.9153778224005875,0.46955044707789906,0.9980246076054269
36,1.0,0.006999535964737902,0.012206831603528201,0.40983650539825334,0.9275846540041157,0.47654998304263696,1.010231439208955
37,1.0,0.01470982789526687,0.005351555726786028,0.4245463332935202,0.9329362097309017,0.49125981093790383,1.0155829949357411
38,1.0,0.029586461529554242,0.01944411953567915,0.45413279482307445,0.9523803292665809,0.5208462724674581,1.0350271144714203
39,1.0,0.010314494585031753,0.004086996083129346,0.4644472894081062,0.9564673253497102,0.5311607670524898,1.0391141105545496
40,1.0,0.016772180828375838,0.008118475072728337,0.48121947023648204,0.9645858004224386,0.5479329478808657,1.047232585627278
41,1.0,0.01625192954931265,0.02796707827837608,0.4974713997857947,0.9925528787008147,0.5641848774301783,1.075199663905654
42,1.0,0.02723930972007338,0.19683417506133916,0.5247107095058681,1.1893870537621538,0.5914241871502517,1.2720338389669932
43,1.0,0.01734331694927249,0.014248698285527439,0.5420540264551406,1.2036357520476813,0.6087675040995242,1.2862825372525206
44,1.0,0.0016780911057949766,-0.00014262412804155744,0.5437321175609355,1.2034931279196397,0.6104455952053192,1.2864251613805622
45,1.0,-0.004284591439649432,-0.014434424119055489,0.5394475261212861,1.1890587038005842,0.6147301866449686,1.3008595854996177
46,1.0,0.015851451710283015,0.018272729343475902,0.5552989778315691,1.20733143314406,0.6305816383552516,1.3191323148430936
47,1.0,0.021554234039342646,0.020982908637003028,0.5768532118709118,1.2283143417810631,0.6521358723945943,1.3401152234800966
48,1.0,0.012291599373227768,0.015378093478557009,0.5891448112441395,1.2436924352596201,0.664427471767822,1.3554933169586536
49,1.0,0.0023843184268486084,0.026333465030320635,0.5915291296709881,1.2700259002899408,0.6668117901946706,1.3818267819889742
50,1.0,0.00855442230835024,0.006880020837276124,0.6000835519793384,1.276905921127217,0.6753662125030209,1.3887068028262504
51,1.0,0.014577164325061176,0.015920818864618713,0.6146607163043996,1.2928267399918356,0.689943376828082,1.404627621690869
52,1.0,0.0052299302340586,0.012457232415756359,0.6198906465384582,1.305283972407592,0.6951733070621406,1.4170848541066254
53,1.0,-0.0028895845770051665,0.004672622782370794,0.617001061961453,1.3099565951899628,0.6980628916391458,1.4217574768889962
54,1.0,0.002210663767890253,0.020932376633075567,0.6192117257293432,1.3308889718230383,0.7002735554070361,1.4426898535220718
55,1.0,0.009530175463567048,0.028465771149653207,0.6287419011929103,1.3593547429726915,0.7098037308706031,1.471155624671725
56,1.0,0.010682949751519288,0.0012933440770677151,0.6394248509444296,1.3606480870497593,0.7204866806221224,1.4724489687487927
57,1.0,0.005970361722290818,0.01565115235132275,0.6453952126667204,1.376299239401082,0.7264570423444132,1.4881001211001155
58,1.0,0.010060872399741072,0.0030172754009503144,0.6554560850664615,1.3793165148020323,0.7365179147441543,1.4911173965010658
59,1.0,0.010945005360071036,0.00439535718094719,0.6664010904265325,1.3837118719829795,0.7474629201042253,1.495512753682013
60,1.0,0.016449035613739227,0.010979392223191997,0.6828501260402717,1.3946912642061715,0.7639119557179646,1.506492145905205
61,1.0,0.01565823595630178,0.0054565975100739905,0.6985083619965735,1.4001478617162455,0.7795701916742663,1.511948743415279
62,1.0,0.0025636091222480673,0.011170409206100018,0.7010719711188216,1.4113182709223455,0.7821338007965144,1.523119152621379
63,1.0,0.00985373259864275,0.004643866554762344,0.7109257037174643,1.4159621374771079,0.7919875333951572,1.5277630191761413
64,1.0,0.009702000673641464,0.00678633720835542,0.7206277043911058,1.4227484746854633,0.8016895340687986,1.5345493563844967
65,1.0,-2.0611551107663217e-05,0.017374981814507695,0.7206070928399981,1.440123456499971,0.8017101456199063,1.5519243381990044
66,1.0,-0.006495298699149998,0.02740753574210597,0.7141117941408481,1.467530992242077,0.8082054443190563,1.5793318739411104
67,1.0,0.017693798610352474,0.007544133281811138,0.7318055927512006,1.475075125523888,0.8258992429294088,1.5868760072229215
68,1.0,0.003724763117531893,0.019464048469535644,0.7355303558687325,1.4945391739934237,0.8296240060469406,1.6063400556924572
69,1.0,0.011905932494855165,-0.0034758130156462563,0.7474362883635877,1.4910633609777775,0.8415299385417958,1.6098158687081034
70,1.0,0.0019111685100767772,0.010764340735037514,0.7493474568736644,1.501827701712815,0.8434411070518726,1.620580209443141
71,1.0,0.011275033134140244,0.012414602908623618,0.7606224900078047,1.5142423046214386,0.8547161401860128,1.6329948123517646
72,1.0,0.022757296576756403,0.022076318011795326,0.7833797865845611,1.536318622633234,0.8774734367627692,1.65507113036356
73,1.0,0.0024607928887405706,0.011342070237930102,0.7858405794733017,1.547660692871164,0.8799342296515098,1.66641320060149
74,1.0,0.019141271212603783,-0.008559086602160093,0.8049818506859054,1.539101606269004,0.8990755008641136,1.67497228720365
75,1.0,0.012239975639459999,0.016707145241496413,0.8172218263253654,1.5558087515105004,0.9113154765035736,1.6916794324451465
76,1.0,0.004147373756552497,0.0074113061903129385,0.8213692000819179,1.5632200577008133,0.9154628502601261,1.6990907386354595
77,1.0,0.01977385832157097,0.006636340856682743,0.8411430584034889,1.569856398557496,0.935236708581697,1.7057270794921422
78,1.0,0.004712055208472066,0.01857643270816567,0.845855113611961,1.5884328312656617,0.9399487637901691,1.7243035122003079
79,1.0,0.008512089301135006,0.0217657040689887,0.854367202913096,1.6101985353346504,0.9484608530913041,1.7460692162692966
80,1.0,0.010234915756555552,0.022550646255571127,0.8646021186696515,1.6327491815902215,0.9586957688478597,1.7686198625248677
81,1.0,0.006334669130396264,0.006424639602899962,0.8709367878000478,1.6391738211931215,0.9650304379782559,1.7750445021277677
82,1.0,0.018690516966316295,0.007980718218456584,0.8896273047663641,1.647154539411578,0.9837209549445722,1.7830252203462242
83,1.0,0.031295032478908524,0.00661256450189196,0.9209223372452726,1.65376710391347,1.0150159874234808,1.7896377848481162
84,1.0,0.020473660389797033,0.010817076953983484,0.9413959976350696,1.6645841808674535,1.0354896478132778,1.8004548618020997
85,1.0,0.01536803181775781,-0.004867053676973931,0.9567640294528275,1.6597171271904796,1.0508576796310356,1.8053219154790736
86,1.0,0.016538304319894337,0.0071295374520143895,0.9733023337727218,1.666846664642494,1.06739598395093,1.812451452931088
87,1.0,-0.0017610425704930321,0.00010380116128461125,0.9715412912022288,1.6669504658037786,1.069157026521423,1.8125552540923726
88,1.0,0.009402692704043147,0.014447783159879712,0.9809439839062719,1.6813982489636583,1.0785597192254661,1.8270030372522523
89,1.0,0.01198934773385929,0.005361347666076988,0.9929333316401312,1.6867595966297353,1.0905490669593254,1.8323643849183293
90,1.0,0.019867145804241204,0.022252525425337844,1.0128004774443724,1.7090121220550731,1.1104162127635666,1.8546169103436672
91,1.0,0.01903931019982963,0.01152790164844486,1.031839787644202,1.720540023703518,1.1294555229633962,1.866144811992112
92,1.0,-0.0036946005469218335,0.023824835746141027,1.0281451870972802,1.744364859449659,1.133150123510318,1.889969647738253
93,1.0,0.006501113448123874,0.0027530034707776707,1.034646300545404,1.7471178629204367,1.139651236958442,1.8927226512090307
94,1.0,0.0023912717323497645,0.0006811939676905077,1.0370375722777538,1.7477990568881272,1.1420425086907917,1.8934038451767212
95,1.0,-0.006924037407387118,0.00943248538825392,1.0301135348703667,1.7572315422763811,1.1489665460981788,1.9028363305649751
96,1.0,-0.014335672042179226,0.011197856544608698,1.0157778628281875,1.7684293988209898,1.163302218140358,1.9140341871095838
97,1.0,0.013984752224288854,0.00015919512481854525,1.0297626150524763,1.7685885939458084,1.177286970364647,1.9141933822344024
98,1.0,1.4210854715202004e-14,-8.881784197001252e-16,1.0297626150524906,1.7685885939458075,1.1772869703646611,1.9141933822344033
99,1.0,-0.010141086264070509,0.02531852748696295,1.01962152878842,1.7939071214327704,1.1874280566287316,1.9395119097213662
100,1.0,0.005468962935481159,-0.0009868084659263587,1.0250904917239012,1.792920312966844,1.1928970195642128,1.9404987181872926
101,1.0,0.00690454918441219,0.0065936538736437456,1.0319950409083134,1.7995139668404878,1.199801568748625,1.9470923720609363
102,1.0,0.011597410313342493,0.008985284445889086,1.043592451221656,1.808499251286377,1.2113989790619675,1.9560776565068254
103,1.0,0.0010769455244599158,-0.009567017045801762,1.0446693967461158,1.7989322342405751,1.2124759245864274,1.9656446735526272
104,1.0,0.01555278032537899,0.009670989366828309,1.0602221770714948,1.8086032236074034,1.2280287049118064,1.9753156629194555
105,1.0,0.0038458305243693758,-0.009909831614403508,1.0640680075958642,1.798693391993,1.2318745354361758,1.985225494533859
106,1.0,0.01502215152542874,0.0013190404861562754,1.079090159121293,1.8000124324791562,1.2468966869616045,1.9865445350200153
107,1.0,0.012625144413178191,0.0038831859945744895,1.091715303534471,1.8038956184737307,1.2595218313747827,1.9904277210145898
108,1.0,0.005387612359768923,0.02760653427595372,1.09710291589424,1.8315021527496844,1.2649094437345516,2.0180342552905435
109,1.0,0.012441877653472488,0.016311010276610638,1.1095447935477125,1.847813163026295,1.277351321388024,2.034345265567154
110,1.0,0.027868783380057494,0.009523333210619711,1.13741357692777,1.8573364962369148,1.3052201047680816,2.043868598777774
111,1.0,0.02030591410087368,0.01461175841453155,1.1577194910286437,1.8719482546514463,1.3255260188689553,2.0584803571923054
112,1.0,0.009692414735113175,0.012708512802809935,1.1674119057637569,1.8846567674542563,1.3352184336040684,2.0711888699951153
113,1.0,0.027622141887945872,0.014893346850101352,1.1950340476517027,1.8995501143043576,1.3628405754920143,2.0860822168452167
114,1.0,0.02031897881609268,0.013270650850641275,1.2153530264677954,1.9128207651549989,1.383159554308107,2.099352867695858
115,1.0,0.01828701360491891,-0.00691590063101355,1.2336400400727143,1.9059048645239853,1.401446567913026,2.1062687683268715
116,1.0,0.014417303227645561,0.012156856855412457,1.24805734330036,1.9180617213793978,1.4158638711406715,2.118425625182284
117,1.0,0.023130330662738174,0.01430517663623121,1.271187673963098,1.932366898015629,1.4389942018034096,2.132730801818515
118,1.0,0.006924839980698039,0.03666820855463104,1.278112513943796,1.96903510657026,1.4459190417841077,2.169399010373146
119,1.0,0.009058895092906027,0.0038400118071333367,1.2871714090367021,1.9728751183773934,1.4549779368770137,2.1732390221802795
120,1.0,0.02305197048767127,-0.003451836982798717,1.3102233795243734,1.9694232813945947,1.478029907364685,2.1766908591630783
121,1.0,0.007311797987185287,0.0033910483459278495,1.3175351775115587,1.9728143297405225,1.4853417053518703,2.180081907509006
122,1.0,0.024279933560094946,0.00046985010163780316,1.3418151110716536,1.9732841798421603,1.5096216389119652,2.180551757610644
123,1.0,-0.008628940519386674,0.02393566741413533,1.333186170552267,1.9972198472562956,1.5182505794313519,2.2044874250247792
124,1.0,0.0038893466865772552,-0.00012810904577076343,1.3370755172388442,1.9970917382105249,1.5221399261179291,2.20461553407055
125,1.0,-0.003416635534918555,-0.0016436931067982385,1.3336588817039257,1.9954480451037266,1.5255565616528477,2.2062592271773482
126,1.0,-0.0019512542826163326,0.0209092611234043,1.3317076274213093,2.016357306227131,1.527507815935464,2.2271684883007525
127,1.0,0.001260312177095102,0.003401420957401591,1.3329679395984044,2.0197587271845325,1.5287681281125591,2.230569909258154
128,1.0,-0.000622857819962519,-0.002644158534118368,1.332345081778442,2.017114568650414,1.5293909859325217,2.2332140677922725
129,1.0,-0.0064146666186530865,0.018160441814813133,1.3259304151597888,2.0352750104652273,1.5358056525511747,2.2513745096070856
130,1.0,0.010088550565825471,-0.0022213457697493055,1.3360189657256143,2.033053664695478,1.5458942031170002,2.253595855376835
131,1.0,0.01891472856522114,-0.005331159070282254,1.3549336942908354,2.0277225056251957,1.5648089316822213,2.258927014447117
132,1.0,0.01783452071825309,0.00643269261060464,1.3727682150090885,2.0341551982358004,1.5826434524004744,2.265359707057722
133,1.0,0.004187239309175084,-0.0011273540579610497,1.3769554543182636,2.0330278441778393,1.5868306917096495,2.266487061115683
134,1.0,-0.0006544375826109672,0.004793300488270091,1.3763010167356526,2.0378211446661094,1.5874851292922605,2.271280361603953
135,1.0,0.007925512515392086,0.03186408182445799,1.3842265292510447,2.0696852264905674,1.5954106418076526,2.303144443428411
136,1.0,0.011209972830577897,0.016679564948842263,1.3954365020816226,2.0863647914394097,1.6066206146382305,2.319824008377253
137,1.0,0.0021223031208847942,0.032059669175289685,1.3975588052025074,2.1184244606146994,1.6087429177591153,2.351883677552543
138,1.0,0.00653116781192864,0.019229783783169196,1.404089973014436,2.1376542443978686,1.615274085571044,2.371113461335712
139,1.0,0.009644478469269302,0.007794854079299363,1.4137344514837054,2.145449098477168,1.6249185640403132,2.3789083154150115
140,1.0,0.023338495902159195,-0.0016117429661575144,1.4370729473858646,2.1438373555110104,1.6482570599424724,2.380520058381169
141,1.0,0.019937981461247034,0.023901378571518528,1.4570109288471116,2.167738734082529,1.6681950414037194,2.4044214369526875
142,1.0,-0.0005303793501738596,0.011456698833683276,1.4564805494969377,2.179195432916212,1.6687254207538933,2.415878135786371
143,1.0,0.03810015597515104,0.00782317472122962,1.4945807054720888,2.187018607637442,1.7068255767290443,2.4237013105076004
144,1.0,0.024413091575858914,0.0171416312412207,1.5189937970479477,2.2041602388786625,1.7312386683049032,2.440842941748821
145,1.0,0.006615467830194177,0.19257958867956937,1.5256092648781419,2.396739827558232,1.7378541361350974,2.6334225304283905
146,1.0,0.019468323145240163,0.20590738831628208,1.545077588023382,2.602647215874514,1.7573224592803376,2.8393299187446726
147,1.0,0.012650708090170326,0.018186410976380074,1.5577282961135523,2.620833626850894,1.769973167370508,2.8575163297210526
148,1.0,0.03718113519619237,-0.006369527568257816,1.5949094313097447,2.6144640992826362,1.8071543025667003,2.8638858572893104
149,1.0,0.016612074926889875,0.021325776316262868,1.6115215062366346,2.635789875598899,1.8237663774935902,2.8852116336055733
