,true_e,true_n,true_e_std,true_n_std,real_e,real_n,real_e_std,real_n_std,jump_status,jump_individual_e,jump_individual_n,jump_cumulative_e,jump_cumulative_n,jump_absolute_cumulative_e,jump_absolute_cumulative_n,drift_status,drift_individual_e,drift_individual_n,drift_cumulative_e,drift_cumulative_n,drift_absolute_cumulative_e,drift_absolute_cumulative_n,error_status,error_individual_e,error_individual_n,error_cumulative_e,error_cumulative_n,error_absolute_cumulative_e,error_absolute_cumulative_n,epoch
0,1.5,2.25,0.01,0.01,1.5,2.25,0.01,0.01,False,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2.5,2.25,0.01,0.01,2.5984412808511177,2.367444036390897,0.01,0.01,True,0.0973800926487306,0.11647373829174285,0.0973800926487306,0.11647373829174285,0.0973800926487306,0.11647373829174285,True,0.0010611882023872723,0.0009702980991538479,0.0010611882023872723,0.0009702980991538479,0.0010611882023872723,0.0009702980991538479,True,0.09844128085111788,0.11744403639089669,0.09844128085111788,0.11744403639089669,0.09844128085111788,0.11744403639089669,1
2,3.5,2.25,0.01,0.01,3.599324719498536,2.3684283344749315,0.01,0.01,False,0.0,0.0,0.0973800926487306,0.11647373829174285,0.0973800926487306,0.11647373829174285,True,0.0008834386474181474,0.0009842980840348392,0.0019446268498054197,0.001954596183188687,0.0019446268498054197,0.001954596183188687,True,0.0008834386474181474,0.0009842980840348392,0.09932471949853602,0.11842833447493153,0.09932471949853602,0.11842833447493153,2
3,4.5,2.25,0.01,0.01,4.703364374970407,2.481259727204116,0.01,0.01,True,0.1030556175656516,0.11181254722615032,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.000984037906219207,0.0010188455030345003,0.0029286647560246267,0.0029734416862231875,0.0029286647560246267,0.0029734416862231875,True,0.1040396554718708,0.11283139272918483,0.20336437497040682,0.23125972720411633,0.20336437497040682,0.23125972720411633,3
4,5.5,2.25,0.01,0.01,5.704429399029192,2.4820576312044724,0.01,0.01,False,0.0,0.0,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.001065024058784438,0.0007979040003561966,0.003993688814809064,0.0037713456865793842,0.003993688814809064,0.0037713456865793842,True,0.001065024058784438,0.0007979040003561966,0.20442939902919127,0.23205763120447254,0.20442939902919127,0.23205763120447254,4
5,6.5,2.25,0.01,0.01,6.70553233778861,2.4831901501280798,0.01,0.01,False,0.0,0.0,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.001102938759417914,0.0011325189236073734,0.005096627574226978,0.004903864610186758,0.005096627574226978,0.004903864610186758,True,0.001102938759417914,0.0011325189236073734,0.2055323377886092,0.23319015012807992,0.2055323377886092,0.23319015012807992,5
6,7.5,2.25,0.01,0.01,7.706414967615059,2.484421740041644,0.01,0.01,False,0.0,0.0,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.0008826298264486784,0.0012315899135642606,0.005979257400675656,0.0061354545237510185,0.005979257400675656,0.0061354545237510185,True,0.0008826298264486784,0.0012315899135642606,0.20641496761505784,0.23442174004164418,0.20641496761505784,0.23442174004164418,6
7,8.5,2.25,0.01,0.01,8.707295499637839,2.4853420917355984,0.01,0.01,False,0.0,0.0,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.0008805320227792818,0.0009203516939541715,0.006859789423454938,0.00705580621770519,0.006859789423454938,0.00705580621770519,True,0.0008805320227792818,0.0009203516939541715,0.20729549963783714,0.23534209173559834,0.20729549963783714,0.23534209173559834,7
8,8.5,3.75,0.01,0.01,8.707295499637837,3.9853420917355984,0.01,0.01,False,0.0,0.0,0.2004357102143822,0.22828628551789315,0.2004357102143822,0.22828628551789315,True,0.0,0.0,0.006859789423454938,0.00705580621770519,0.006859789423454938,0.00705580621770519,True,0.0,0.0,0.20729549963783714,0.23534209173559834,0.20729549963783714,0.23534209173559834,8
9,7.5,3.75,0.01,0.01,7.815592997957594,4.088339484412456,0.01,0.01,True,0.10718154906210954,0.10186814290205731,0.30761725927649175,0.33015442841995046,0.30761725927649175,0.33015442841995046,True,0.0011159492576475688,0.0011292497748006496,0.007975738681102507,0.00818505599250584,0.007975738681102507,0.00818505599250584,True,0.10829749831975712,0.10299739267685797,0.31559299795759427,0.3383394844124563,0.31559299795759427,0.3383394844124563,9
10,6.5,3.75,0.01,0.01,6.816632718388162,4.08936725107552,0.01,0.01,False,0.0,0.0,0.30761725927649175,0.33015442841995046,0.30761725927649175,0.33015442841995046,True,0.0010397204305670033,0.0010277666630632795,0.00901545911166951,0.009212822655569119,0.00901545911166951,0.009212822655569119,True,0.0010397204305670033,0.0010277666630632795,0.31663271838816126,0.33936725107551957,0.31663271838816126,0.33936725107551957,10
11,5.5,3.75,0.01,0.01,5.817696853029745,4.090309296176812,0.01,0.01,False,0.0,0.0,0.30761725927649175,0.33015442841995046,0.30761725927649175,0.33015442841995046,True,0.0010641346415836421,0.00094204510129288,0.010079593753253152,0.010154867756861998,0.010079593753253152,0.010154867756861998,True,0.0010641346415836421,0.00094204510129288,0.31769685302974493,0.34030929617681244,0.31769685302974493,0.34030929617681244,11
