,true_e,true_n,true_e_std,true_n_std,real_e,real_n,real_e_std,real_n_std,jump_status,jump_individual_e,jump_individual_n,jump_cumulative_e,jump_cumulative_n,jump_absolute_cumulative_e,jump_absolute_cumulative_n,drift_status,drift_individual_e,drift_individual_n,drift_cumulative_e,drift_cumulative_n,drift_absolute_cumulative_e,drift_absolute_cumulative_n,error_status,error_individual_e,error_individual_n,error_cumulative_e,error_cumulative_n,error_absolute_cumulative_e,error_absolute_cumulative_n,epoch
0,1.5,2.25,0.01,0.01,1.5,2.25,0.01,0.01,False,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2.5,2.25,0.01,0.01,2.5087512965504652,2.261401606217548,0.01,0.01,False,0.0,0.0,0.0,0.0,0.0,0.0,True,0.008751296550465425,0.011401606217548101,0.008751296550465425,0.011401606217548101,0.008751296550465425,0.011401606217548101,True,0.011401606217548101,0.011401606217548101,0.011401606217548101,0.011401606217548101,0.008751296550465425,0.011401606217548101,1
2,3.5,2.25,0.01,0.01,3.5247467452926897,2.2797429978887624,0.01,0.01,False,0.0,0.0,0.0,0.0,0.0,0.0,True,0.015995448742224368,0.018341391671214385,0.024746745292689793,0.029742997888762487,0.024746745292689793,0.029742997888762487,True,0.018341391671214385,0.018341391671214385,0.029742997888762487,0.029742997888762487,0.024746745292689793,0.029742997888762487,2
3,4.5,2.25,0.01,0.01,4.610096850936133,2.3800089879889383,0.01,0.01,True,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.00735841166346092,0.012080233922765783,0.03210515695615071,0.04182323181152827,0.03210515695615071,0.04182323181152827,True,0.0900719279027476,0.10026599010017592,0.1198149257915101,0.13000898798893842,0.11009685093613253,0.13000898798893842,3
4,5.5,2.25,0.01,0.01,5.615194577227944,2.378571423973314,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.005097726291811321,-0.001437564015624537,0.03720288324796203,0.04038566779590373,0.03720288324796203,0.04326079582715281,True,-0.001437564015624537,-0.001437564015624537,0.11837736177588555,0.1285714239733139,0.11519457722794385,0.13144655200456296,4
5,6.5,2.25,0.01,0.01,6.622433897367905,2.3888514293073624,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.007239320139960903,0.010280005334048502,0.044442203387922936,0.05066567312995224,0.044442203387922936,0.053540801161201315,True,0.010280005334048502,0.010280005334048502,0.12865736710993406,0.13885142930736238,0.12243389736790475,0.14172655733861145,5
6,7.5,2.25,0.01,0.01,7.618887338484941,2.415242289210945,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,-0.0035465588829641653,0.026390859903582517,0.04089564450495877,0.07705653303353475,0.0479887622708871,0.07993166106478383,True,0.026390859903582517,0.026390859903582517,0.15504822701351656,0.16524228921094491,0.12598045625086893,0.16811741724219398,6
7,8.5,2.25,0.01,0.01,8.611692983767652,2.437753970122908,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,-0.007194354717290246,0.0225116809119631,0.03370128978766852,0.09956821394549786,0.05518311698817735,0.10244334197674693,True,0.0225116809119631,0.0225116809119631,0.17755990792547968,0.187753970122908,0.13317481096815917,0.19062909815415707,7
8,8.5,3.75,0.01,0.01,8.61169298376765,3.937753970122908,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.0,0.0,0.03370128978766852,0.09956821394549786,0.05518311698817735,0.10244334197674693,True,0.0,0.0,0.17755990792547968,0.187753970122908,0.13317481096815917,0.19062909815415707,8
9,7.5,3.75,0.01,0.01,7.623651868159993,3.942542913797363,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.011958884392343048,0.0047889436744549775,0.04566017418001157,0.10435715761995285,0.0671420013805204,0.10723228565120191,True,0.0047889436744549775,0.0047889436744549775,0.18234885159993466,0.192542913797363,0.14513369536050222,0.19541804182861205,9
10,6.5,3.75,0.01,0.01,6.631136237940072,3.9622466710757807,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.007484369780078615,0.019703757278417573,0.05314454396009019,0.12406091489837041,0.07462637116059902,0.1269360429296195,True,0.019703757278417573,0.019703757278417573,0.20205260887835225,0.21224667107578055,0.15261806514058085,0.21512179910702964,10
11,5.5,3.75,0.01,0.01,5.653420488967316,3.9636344047794507,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,0.022284251027244004,0.0013877337036699768,0.0754287949873342,0.12544864860204039,0.09691062218784302,0.12832377663328948,True,0.0013877337036699768,0.0013877337036699768,0.2034403425820222,0.21363440477945053,0.17490231616782484,0.21650953281069962,11
12,4.5,3.75,0.01,0.01,4.649538183962894,3.9866993979519103,0.01,0.01,False,0.0,0.0,0.07799169397998182,0.08818575617741015,0.07799169397998182,0.08818575617741015,True,-0.0038823050044220903,0.023064993172459552,0.0715464899829121,0.14851364177449994,0.10079292719226511,0.15138876980574903,True,0.023064993172459552,0.023064993172459552,0.22650533575448176,0.23669939795191008,0.17878462117224692,0.23957452598315918,12
